,Tweets,Length,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
16502,"This little Deere is not running quite yet, but she’s already stolen our hearts. #ProudGramps",117,2020-01-27 14:57:49,Twitter for iPhone,62,4,GovParsonMO,1.2218095429394473e+18,,1.0036723207818076e+18,False,https://t.co/XvPNVCD3I0,en,January,Q1
5744,"TN's safer at home order is in full effect and extends through April 14. During this COVID-19 pandemic, we're minimizing non-essential activity to protect our neighbors and save lives.

Get more information on how this affects your business or service: .",301,2020-04-01 18:30:00,TweetDeck,281,162,GovBillLee,1.245418151271162e+18,,1.084924525232513e+18,False,https://t.co/9B0TEQCgw9,en,April,Q2
28477,There are many ways Arizonans can help protect public health and safety during the #COVID19 outbreak. ⬇️ 1/,107,2020-03-22 15:35:05,Twitter Web App,85,25,dougducey,1.2417502520649236e+18,,20217019.0,False,,en,March,Q1
12811,"Even though school buildings are closed, @clarkcountysch nurse Linda Kalekas kept working through the COVID19 pandemic to help coordinate testing with local agencies. Thank you, Linda, for all you’ve done.",229,2020-05-20 18:42:16,Twitter for iPhone,148,21,GovSisolak,1.263178244246745e+18,,1.080586433088258e+18,False,https://t.co/TO2N9eU5YX,en,May,Q2
24186,Tune into @WTNH right now. I’m participating in their COVID-19 town hall. #CTTownHall,109,2020-05-18 23:04:18,Twitter for iPhone,31,4,govnedlamont,1.2625194109437624e+18,,1.0762939037232332e+18,False,https://t.co/uZZYVneaT1,en,May,Q2
7347,"We each play a role in sustaining the self-evident truth that all people are created equal.

Today on #Juneteenth, we celebrate the end of the horrors of African American slavery in the U.S. and recognize the ongoing fight for racial equality throughout the nation.",289,2020-06-19 12:00:01,Twitter Media Studio,1242,226,GovernorTomWolf,1.2739486498363105e+18,,2978837542.0,False,https://t.co/Quhg1FybyB,en,June,Q2
27016,"Going to REPEAT, REPEAT, REPEAT: #COVID19 is still here.

Wear a face covering. Wash your hands. Practice physical distancing. Be smart.",136,2020-06-16 19:35:41,Twitter for iPhone,81265,22034,GavinNewsom,1.272976158804435e+18,,11347122.0,False,,en,June,Q2
7473,"People have every right to speak out and demonstrate, but it’s unacceptable to take advantage of protests to incite violence, harm others, and destroy property.",160,2020-05-31 03:34:12,Twitter for iPhone,2150,288,GovernorTomWolf,1.266935987789353e+18,,2978837542.0,False,,en,May,Q2
35955,"Being queer women in politics is not easy, but our sisterhoood is strong. Grateful for my friendship with @jillslastword #iwd2020 #internationalwomensday",177,2020-03-08 19:01:31,Twitter for Android,295,23,kristynwongtam,1.2367287746051113e+18,,20452161.0,False,https://t.co/n9euaBDeRw,en,March,Q1
32211,"We’re all in this together, @rubendiazjr — when the Bronx is strong, New York City is strong.",117,2020-05-07 15:58:58,Twitter for iPhone,79,10,NYCMayor,1.2584261038966456e+18,,19834403.0,False,https://t.co/iZT4h5Aqm1,en,May,Q2
18882,Today more than $1.4 million was approved by the Kentucky Agricultural Development Board to fund 32 agriculture projects and programs across the commonwealth. @GOAPky #TeamKentucky ^AB,232,2020-02-21 18:27:45,TweetDeck,46,9,GovAndyBeshear,1.2309220710368297e+18,,1.1925498228652974e+18,False,https://t.co/NF9pJVLvoI,en,February,Q1
26689,Health care providers interested in collaborating with the Samuel Ginn College of Engineering during the current public health emergency can click here  #TogetherAL #COVID19,196,2020-04-02 15:04:33,Twitter for iPhone,51,28,GovernorKayIvey,1.2457288354102436e+18,19668491.0,19668491.0,False,https://t.co/hggeaIn8jj,en,April,Q2
28819,"“Mexico is the purchaser of the largest share of Arizona’s exported goods, buying $8.19 billion worth of products from Arizona in 2019, an increase of 7% from the $7.65 billion purchased a year earlier 2018.”
 @phxbizjournal 📈",249,2020-02-18 17:51:13,Twitter for iPhone,92,37,dougducey,1.2298257126489006e+18,,20217019.0,False,https://t.co/Fon1PIJ4eE,en,February,Q1
18622,I have issued an executive order banning travel to other states to help stop the spread of #COVID19. This became mandatory Monday. The safest place for you &amp; others is home. See Kentucky's full list of actions here:  #TogetherKy #TeamKentucky #HealthyatHome,308,2020-04-01 18:07:55,TweetDeck,749,247,GovAndyBeshear,1.2454125935666504e+18,,1.1925498228652974e+18,False,https://t.co/us5AOZENG3,en,April,Q2
26538,"With the leadership of Commerce Sec. @gregcanfield, the Business &amp; Manufacturing Alliance (BAMA) has identified around 50 companies that have the potential to produce PPE to meet emergency demand &amp; beyond. @MadeinAL #alpolitics #TogetherAL

Learn more: .",285,2020-05-07 18:07:45,Twitter for iPhone,68,6,GovernorKayIvey,1.258458513891885e+18,,19668491.0,False,https://t.co/pjX0N1V9Kb,en,May,Q2
30579,"Thank goodness that our Constitution does not make Congress the Commander in Chief.  

The balance of power in the Constitution regarding military power and war is quite brilliant.  

No single individual – including the president – can put the nation in a legal state of war.",276,2020-01-09 19:46:12,TweetDeck,12460,2439,LindseyGrahamSC,1.215359133270057e+18,,432895323.0,False,,en,January,Q1
23301,"Thanks for your advocacy, @Pharrell. I signed an executive order this morning closing state offices in honor of Juneteenth: 

Tune in tomorrow for our discussion about Juneteenth:",250,2020-06-19 01:52:45,Twitter for iPhone,150,25,johncarneyde,1.2737958253789637e+18,,237770636.0,False,https://t.co/fSeSQpxsoI,en,June,Q2
31066,"I find it amusing that Mr. Trump postures as a critic of this country's establishment. He got a $200,000 allowance as a kid, enjoys golfing with the rich and powerful, and gives billions upon billions in tax breaks to the world's largest corporations.",251,2020-03-01 21:31:16,Twitter Web App,23064,3597,SenSanders,1.234229745857876e+18,,29442313.0,False,,en,March,Q1
1951,"Here in Wisconsin, we take care of our neighbors. One way you can do that is by wearing a mask correctly and safely.  #COVID19",150,2020-05-27 21:52:20,Twitter Web App,1316,359,GovEvers,1.265762789978567e+18,,234896532.0,False,https://t.co/queNrvTWQz,en,May,Q2
36579,"These venues are home to our local artists of all types of music: jazz, folk, rock, R&amp;B, electronic, and all the multitude of sounds and styles that make Toronto great. Supporting live venues means supporting local musicians and artists, and the future of live music in Toronto.",282,2020-05-26 13:59:20,Twitter Web App,2,1,joe_cressy,1.2652813659705057e+18,416025003.0,416025003.0,False,,en,May,Q2
10868,"We understand the severe economic impacts that the #COVID19 pandemic is causing across New Mexico, and state government is committed to using every tool at our disposal to help New Mexicans get through this difficult time while prioritizing public health. #AllTogetherNM",270,2020-04-07 19:33:19,Twitter Web App,39,5,GovMLG,1.2476084098614108e+18,1.0700837068224388e+18,1.0700837068224388e+18,False,,en,April,Q2
14,I’m on @NBCNightlyNews to discuss today’s historic #DCStatehood vote.,69,2020-06-26 22:45:26,Twitter for iPhone,117,20,MayorBowser,1.2766477869818634e+18,,976542720.0,False,,en,June,Q2
21301,"In my first 16 months as the commander in chief of Illinois’ citizen-soldiers, I’ve learned a thing or two about the 13,000 members of the @IL_Natl_Guard. 

They’re an astonishingly humble group – even though they’ve earned the right to take extraordinary pride in what they do.",278,2020-04-19 19:33:45,Twitter Web App,968,116,GovPritzker,1.251957175297151e+18,,1.0848175233784544e+18,False,,en,April,Q2
40780,@ItsPrettyMaymay @CP24 @CityNews @cityoftoronto @globalnewsto @globeandmail We’re in this together. Wishing you well.,117,2020-03-18 11:57:32,Twitter for iPhone,0,0,joshmatlow,1.240245954571354e+18,26992383.0,15844405.0,False,,en,March,Q1
19314,"Following the roundtable with hospital administrators, we spoke with faith leaders regarding access to affordable health care in Kansas. I'm grateful for the opportunity to deepen the understanding of the potential impact Medicaid expansion could have on faith communities.",297,2020-03-02 19:08:52,Twitter Web App,51,8,GovLauraKelly,1.234556297388974e+18,,1.0400588939075132e+18,False,https://t.co/dyka3lrEyz,en,March,Q1
30062,"It appears the attack on Naval Air Station in Corpus Christi, Texas was terrorism related.  

As terrorists regenerate in the Middle East it increases radicalization efforts here at home.",213,2020-05-22 14:01:32,TweetDeck,739,220,LindseyGrahamSC,1.263832371276759e+18,,432895323.0,False,https://t.co/nq1IDj7OkA,en,May,Q2
31854,"We’ll have more than 800 school safety agents working to hand out face coverings and educate New Yorkers on how to social distance on the subways, too.",151,2020-06-08 16:12:48,Twitter Web App,123,28,NYCMayor,1.2700259999887278e+18,19834403.0,19834403.0,False,,en,June,Q2
43228,Thank you to our great US Ambassador to Germany @RichardGrenell for stepping in to serve as acting DNI. I will be nominating a terrific candidate for the job very soon. Stay tuned!,180,2020-02-21 3:51,Twitter for iPhone,65628,13674,realDonaldTrump,1.23e+18,,,False,,en,February,Q1
1543,"Through our #FamiliesFirstDC program, we are connecting District residents East of the River to programs and resources that will give them a #FairShot. Learn more about our work to ensure more residents get #EveryOpportunityToRise: 

#DC2020ACR",291,2020-01-15 14:36:03,Twitter Media Studio,10,4,MayorBowser,1.2174554110596792e+18,,976542720.0,False,https://t.co/hPbDNAniXR,en,January,Q1
2097,"Additionally, the state will continue to pursue every avenue to grow Wisconsin’s supply of personal protective equipment #PPE for healthcare and public safety entities to conduct COVID-19 testing, patient care, and public safety work.",234,2020-04-20 18:18:30,Twitter Web App,140,25,GovEvers,1.252300626085638e+18,234896532.0,234896532.0,False,,en,April,Q2
22952,We affirm our strong commitment to the values and ideals that made this country great. We pledge to do our part to ensure that the American Dream is alive and accessible for ALL people. #gapol,192,2020-06-14 16:09:47,Twitter Web App,101,10,BrianKempGA,1.272199567912702e+18,47437206.0,47437206.0,False,,en,June,Q2
7326,Happy anniversary! #LoveIsLove,54,2020-06-26 14:00:00,TweetDeck,1501,269,GovernorTomWolf,1.2765155599040758e+18,,2978837542.0,False,https://t.co/nFYaRy0Ltr,en,June,Q2
44563,It was my great honor to free up 5000 square miles of ocean off the coast of Maine. Enjoy!,90,2020-06-25 4:08,Twitter for iPhone,159995,27145,realDonaldTrump,1.28e+18,,,False,,en,June,Q2
