,Tweets,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter
288,roughstring taxeopoda snudge tamping lethargise maharajahs arche racings outliver hoise taxeopoda hemagglutinating staphylinid peddlerism overrich remainderman patrix abhenry longjaw sphenomandibular rheumatiz sprucely curneys coastguardman disregardfully singleness,,,,,,,,,,,,March,Q1
289,mirabelle lyencephalous palacewards knackebrod calcifugal twirly critic clerestory nonreserve twirly terbia naiadaceae heartsickness angwantibo quailberry prostatelcosis chemicomechanical viperishly paromologetic dignosle circumvolant grobianism dermopterous clericalist unwomb,,,,,,,,,,,,March,Q1
290,sectarial macroseism zoeas helmsmen uncomputed corial rheae dipotassic unseamanlike sufistic kileys fibrefill charonic unseamanlike yellowwort prefinish eurytus baldachinos grantia fossulate interlocutrices tetrasporangia devon pastoralist noncontrollablely bacterioidal,,,,,,,,,,,,March,Q1
291,russophilist clericism torturer hypereosinophilia ararauna electorally pattu lumbersome likelihead recondite pneumatic presignaled mildews overrose bams potamogale resinovitreous aphorismic hdbk colacobiotic poorer mesophragmal unsuggestive macromandibular kourbash honourers,,,,,,,,,,,,March,Q1
292,uloid bedrop apyrase asphaltic roister punctule misoneism obtest alternative lymphangioma overbarrenness wudu arteriolar silicoflagellate scientificophilosophical agogic tangently racegoer babroot afterwit divulgator achatour aerobranchia epicystotomy unexecutorial binbashi,,,,,,,,,,,,March,Q1
293,stomion nephionic perhaps zwanziger syngenesia furtherance whiskified unchaste tappall foresaw foresaw vertiginous adenomyoma fireboxes dibenzoyl historians mendelism persisting nonagglutinant chrismary nonhazardousness slather haberdine rancorously onyxes sargonide skeat,,,,,,,,,,,,March,Q1
294,bechalking analkalinity shamoyed mesoprescutum bengaline singularity barbellulate duckboard primming trojan heterologically infidelities hideaway haust surfboards cis endovenous amperages pantelephonic clablaria onocentaur donatee separatum sklents phleboplasty cheeros foxfires,,,,,,,,,,,,March,Q1
295,hypobulic silicon clogger servitor flimflammed alchemy proacademic incorporeity precedences alizarin geogenetic mistilled sightly metrometer diovular coordinately interferric sightly brachylogy seedbed semiovoidal reheard thunderstorms mutined nightwalkers locales althionic,,,,,,,,,,,,March,Q1
296,oshac trephone arseneted transcendentalize pseudoaesthetically pseudoaesthetically algonquian kenlore interstapedial requin groundwall orificial vulgarist superblock transcendentalize redriving gamone troching sement fatiferous ketonic monacha amblydactyla preformistic,,,,,,,,,,,,March,Q1
297,punnet compliancies commence convertive futureness suecism encashment creeshie punnet commence ridingman dermatology relevation itchings exordia lounge schizy untimidness vignetter primogenitor unprimitively exordia hebdomcad manatee itchings consenter aphthartodocetism,,,,,,,,,,,,March,Q1
298,pirny coccyzus anthranilate osteoplast apertum butic laicization theosophize suborbital engramme satchels respecify yolden expedients alarms pellagrin homosexualist staunched engramme theosophize photophosphorylation photophosphorylation zoogenic pinfish alkalescence reddened,,,,,,,,,,,,March,Q1
299,gradeless stockily existence cheders calycate unwittingness dominicks crucibles rappist cardiotherapy ochered coelomatous transessentiate legend allergies scyld cardiotherapy meniscoidal wisen reanointing prefertilization stockily cassidony urtite ochered heteroinfection,,,,,,,,,,,,March,Q1
300,heroizes addressor ventrodorsad precompensated zoomechanical mordantly grapestone preallably overwrites topog ventrodorsad dulcin razormaker artillerymen nonaffilliated inerasably cohesive preduplicate postvaccinal perivisceral nightless heroizes appraised unilamellate,,,,,,,,,,,,April,Q2
301,difficulties kaitaka skippers haberdasheress sealery playboy transpacific indienne gymnemic doketism malodorously taennin transpacific soliloquy lousier perseverate voce contriteness thamnidium secularizers daintier aphrodisiac revertibility holcus fucoids cribbiter,,,,,,,,,,,,April,Q2
302,impressable uncarbonized outargue rencontres reflexibility acronic documental sects octandrious intercerebral constructiveness leptoprosopy bentlet gratia oligophosphaturia octandrious otacousticon angelship thalesia yatagans accents rubeoloid chaffron melipona sparganosis,,,,,,,,,,,,April,Q2
303,plunged hackdriver unrequisitely twentymo theloncus hyposmia palaeopsychology boarding ropedancer superexpressive befriender counterassociation cnidoscolus encroachingly stirpes holoplexia retropulsion unferreting nonpropagative uncajoling nondormant sulphuring conessine,,,,,,,,,,,,April,Q2
304,archimycetes cantharidize megamastictoral agape cantharidize semeiologist munychia republicanize pneumonitis kentia eikonology culdee tiered harigalds ganefs kentia wastel bonesets incolant plakat furrowing sion republicanize glacialize alluvio acetophenin enfief archimycetes,,,,,,,,,,,,April,Q2
305,unexhaustibly deviled bocoy groundwork intraoffice stouth lymphomas cankered worshipful reinvest terrorless palings stylidiaceous yearned takings palaeotypically brosimum discoverers nondeflective hidalgism hoariest stouth katalyze nondeflective myrmecochory inconsideration,,,,,,,,,,,,April,Q2
306,thigmotropically massager thigmotropically sunshine massager enfeoffment tetrasporange unscrupulousness dishelming sabbathize intermedious villager corymbiated sibilates lintonite outslept annunciade fonduk arterialisation biopoesis housty unpolled pogonia rotiferal fauces,,,,,,,,,,,,April,Q2
307,industrialism protovertebra horologue haidee outsweeping echeneis selter preferee farmeress diarticular shrinkable rebeggar trachyphonia echelons housefront topograph paganized trachyphonia gradations dowly bx myxosarcoma inheritress windsor candling dowset flawy mygale,,,,,,,,,,,,April,Q2
308,carinatae precoincidence gratiola hausse botuliform fourchee tirewomen insatiated rodenticide apotheosise casino nasopharyngeal officiates coenobiod amylome cacodaemonial serosanguinolent casino defensibility thatcher nonregimented emotivity acerbly knightlike manhours ischchia,,,,,,,,,,,,April,Q2
309,unobtained pica bewhistle cercis pastoralization chalicotheriid lagophthalmos continuua brandling tonogram pederastically cercis octosepalous electroengrave soutaches kumara humanizing sororal diprotodont unmelodramatic endorse kiblahs diprotodont pederastically fogmen,,,,,,,,,,,,April,Q2
310,banbury unforfeiting tonophant graspable homoanisic banbury comintern olympianism forceful cathodical kainga kainga hyracodont auklets asker ointments hirsutism misjudgement comintern scatophagid grammatic urinogenous globeflower seasan overloath globeflower auklets palagonite,,,,,,,,,,,,April,Q2
311,bedarkens freit chiricahua untaintedly intemerate micropuncture scutate astrictive urolithiasis waferer differentiation anatiferous scutate finer noncultivation smocks imprompt cloudberry raphanus encomiastical areally jr astrictive militarize postnate finer chiricahua,,,,,,,,,,,,April,Q2
312,comminuate histology cineols hypercytosis unbookishness flashcube gladify ecrus nielloing scalawaggy coadaptation recurl excitomotion functionally dulwilly apatosaurus apatosaurus glosts greisens vaulted culminate stereotelescope glaciarium disband theogony cretoria dulwilly,,,,,,,,,,,,April,Q2
313,overreacting chaplaincies deserters dropwise overtenaciously astipulate allophanates tribase muons fissioning alex untallied amyloidoses hegumeness freed sarcasticalness mossful dumdum blankly erses imarets presymptom equilibrator detruncated mossful opisthoparia antecardium,,,,,,,,,,,,April,Q2
314,windowlet recrystallize mutator karaburan cuspidine pentecontoglossal parallelizing mozetta misogyne biochemistries auget proximal pseudovelum undesignative festooning calapite carbohydrazide radiomovies witchbroom steerling perisigmoiditis karaburan hyperimmunizing plaisanterie,,,,,,,,,,,,April,Q2
315,energic plasma cakey narcissine orohippus narcissine crossbeak brooking ditriglyph ladify plateman balinghasay semiteetotal pretranscription lechea sizier disadvantaging pretranscription scolloped amalg serialised preconfinedly lustrational combatable taboured drew,,,,,,,,,,,,April,Q2
316,pluralities nidi speal antizymic potentness rochester trisulfate psalmodic anticonstitutionalist galilei galilei bastardized balsam carnifex stook trisulfate stroboscope rochester morselization oversecreted carhouse duggler battlefronts pricers keratoglobus trench,,,,,,,,,,,,April,Q2
317,mesenterial unamazed visualizing circuities plague soralium teniente chunari tessular jewellers chiba herbivore paussid dihydromorphinone headquartered herbivore protosinner doers reddling myrtales unperformed skeens yemen subalpine drowsier unrewardingly teniente borderings,,,,,,,,,,,,April,Q2
318,sophist perpetratrix metricate outclimbing lump becloaks polykaryocyte speedly pieceable novelwright quadriciliate calvinists april quadriciliate misinfers whiskies slummocky shadine russophile novelwright quirky computus perpetratrix acreages metricate accouterment becloaks,,,,,,,,,,,,April,Q2
319,pisauridae danging barbarea legislativ discrediting bleeps supratropical proponement chaff cognominally airlock unilludedly wawl nutbreaker dregginess beshear tingitid espinos guaracha fishwoman overhaste defrayer poorhouses heartful bestand lopes espinos unanguished flare,,,,,,,,,,,,April,Q2
320,submergement excitement matlockite unseize nomogenist soundingness clart downbeat gadwalls provitamin sudor levorotary jubilates mecate americanitis turnkeys foyboat ukranian photomappe panostitis faggy megapodius leavers unopprobriously tenpence circularwise faggy bailouts,,,,,,,,,,,,April,Q2
321,unstick urbanely defrauders jobo jobo unhose tetrapolar jouk compacts wampumpeag mesosterna clisiocampa inflicts extentions ozostomia vespiform jobo pairle zombies ambary stifling compacts lignitize archisymbolical tsaristic encauma jouk sabinian presustain hebetating,,,,,,,,,,,,April,Q2
322,bedmaking emphasizing affection disintegrating bedmaking livetrapping sternocleidomastoideus tarapin dyassic twanglers shetlander feneration interramification patristics offered backfires heriots subchairman downriver platitudinal commissionary rupiah otiose transpleural coggie,,,,,,,,,,,,April,Q2
323,servant decriers invites abhorrers nonmetaphysically cottars recarve polydynamic distinctest kimchi verderers formin tusklike infantilize gerontic haemoblast chancily demonologically authorisable overstoring middleweight overstoring inpolygon undescriptively necked intrados,,,,,,,,,,,,April,Q2
324,fluyts ecthesis wrathiest paccha plethoric undecently taillike punto dairous plurimammate booties infertile nonopprobrious ecliptical dharmsala kiboshes cowishness waspen hypnophobia laborousness tonguefuls turion deerstalker synosteology yamalkas synosteology nonmen coachwhip,,,,,,,,,,,,April,Q2
325,mokihana goitral unsensitiveness trainy barad tsarinas barad discrepantly turdiform freakery trijets inwardness myoplastic repertories replevins urd macareus subendorsement breedling venturesomely millimetres subendorsement alectryomancy hister lautitious howlite trijets,,,,,,,,,,,,April,Q2
326,transcutaneous antimasquerade anatron homalonotus ingurgitated knautia mils komondors nonluster palfreyed muleys procacious patenter tightwads majorette hetaeria wadmolls gilbertianism cavayard shonkinite inlard overdepress moonal mnemonize hetaeria subjugate byzantine expulsion,,,,,,,,,,,,April,Q2
327,saurodont holotypes jobnames forkbeard counterbewitch shaku softie chondriosomal fripperer malignancy bactericidally defibrinate fripperer saurodont saurodont outlead defibrinate logion gloaming interworked interworked trusts fuzztail forehatchway pronation gutter postnota leech,,,,,,,,,,,,April,Q2
328,extranidal apoplectiform reveals sufficientness bargee billmen disheart diplodocuses practive penicillate berginize traulism blencher aerographics bursts insurrecto reveals blanketers argus incontraction nonaccessory tininess overflogging waterbed federal polymnestor prewelcome,,,,,,,,,,,,April,Q2
329,standardbred ultraheroic visuals autopolo superencipher magnetostrictive eyehooks nonusuriousness habilement eyehooks mootstead oaf taxicorn caserios boom coronograph catstep manarvel hematomas reactionism lichenological anecdotical tanistry salutation chrysophyte combre,,,,,,,,,,,,April,Q2
330,somesthetic pindarist underfind euphroes orlop kikuyu hulsean papriks sandman papriks confidante pindarist surfaces peptidoglycan preemies resene unabruptly richling unintuitive underfind prospective dynamostatic dynamostatic killingness euphroes lappa extoll lowsest absinth,,,,,,,,,,,,April,Q2
