Unnamed: 0,Tweets,Date,Source,Favourites,RTs,Username,id_str,in_reply_to_user_id,user_id,isRT,tco,Language,Month,Quarter,TweetsTokenized
242,restuffed undiffusively greengrocery templeless adjectitious silpha adjudicates shroffing holidaying fiaroblast consignatary eyedot absinthium rummagy kaleidophon antepatriarchal maliferous pleasable beshow superabduction rummagy population estranger stuffata buccaning tyto mibs,,,,,,,,,,,,March,Q1,"['restuffed', 'undiffusively', 'greengrocery', 'templeless', 'adjectitious', 'silpha', 'adjudicates', 'shroffing', 'holidaying', 'fiaroblast', 'consignatary', 'eyedot', 'absinthium', 'rummagy', 'kaleidophon', 'antepatriarchal', 'maliferous', 'pleasable', 'beshow', 'superabduction', 'rummagy', 'population', 'estranger', 'stuffata', 'buccaning', 'tyto', 'mibs']"
243,meekness unengraved tig sepicolous fissilingual prewelcoming tuberculariaceous uncandour plotful sellie inexigible obloquious nonevanescently satrapess atheticize realienating plumpening reattribute bol whiteberry byline sizzard proimmunity moxieberry ozonium toty planospiral,,,,,,,,,,,,March,Q1,"['meekness', 'unengraved', 'tig', 'sepicolous', 'fissilingual', 'prewelcoming', 'tuberculariaceous', 'uncandour', 'plotful', 'sellie', 'inexigible', 'obloquious', 'nonevanescently', 'satrapess', 'atheticize', 'realienating', 'plumpening', 'reattribute', 'bol', 'whiteberry', 'byline', 'sizzard', 'proimmunity', 'moxieberry', 'ozonium', 'toty', 'planospiral']"
244,gladdening volosts neogene intermediae subhyoidean penitentiaryship ventrocaudal disabusal glisters lampflower grig reenlists displeasurement geranic pulsions insalubriousness whapuka deacidification sour trapezoids telautogram poco subhyoidean myrmidons oversmite impregnated,,,,,,,,,,,,March,Q1,"['gladdening', 'volosts', 'neogene', 'intermediae', 'subhyoidean', 'penitentiaryship', 'ventrocaudal', 'disabusal', 'glisters', 'lampflower', 'grig', 'reenlists', 'displeasurement', 'geranic', 'pulsions', 'insalubriousness', 'whapuka', 'deacidification', 'sour', 'trapezoids', 'telautogram', 'poco', 'subhyoidean', 'myrmidons', 'oversmite', 'impregnated']"
245,tagmeme multimetallic hedenbergite outbustled consecutiveness katharina lignicoline curiums sewered thacked falsie falsifications mentocondylial monotrochal festshrifts preen falsifications gonapophysis bathycurrent bandlimited sciagraphic hexahedron kenmark antiskepticism,,,,,,,,,,,,March,Q1,"['tagmeme', 'multimetallic', 'hedenbergite', 'outbustled', 'consecutiveness', 'katharina', 'lignicoline', 'curiums', 'sewered', 'thacked', 'falsie', 'falsifications', 'mentocondylial', 'monotrochal', 'festshrifts', 'preen', 'falsifications', 'gonapophysis', 'bathycurrent', 'bandlimited', 'sciagraphic', 'hexahedron', 'kenmark', 'antiskepticism']"
246,hexeris tenthmetre cuecas solacing hamartite holandric subfrontal trainableness sphingoid anthracometric upbank shinwari squillageeing doubt quaked jowter subfrontal upbank waxworking cuecas unsizeableness kernites miscegenations gaurie debut hydrohalide intervallum beerhouse,,,,,,,,,,,,March,Q1,"['hexeris', 'tenthmetre', 'cuecas', 'solacing', 'hamartite', 'holandric', 'subfrontal', 'trainableness', 'sphingoid', 'anthracometric', 'upbank', 'shinwari', 'squillageeing', 'doubt', 'quaked', 'jowter', 'subfrontal', 'upbank', 'waxworking', 'cuecas', 'unsizeableness', 'kernites', 'miscegenations', 'gaurie', 'debut', 'hydrohalide', 'intervallum', 'beerhouse']"
247,improvers cephalopoda trigonometrician stainably photoptometer tarras monopolist disjudication aglutition radiotoxemia corrections microgaster trifecta testudinata coach refroid risorial misthink hydrochemical accloy peamouth tela misgiving denticulated turntale stroyer,,,,,,,,,,,,March,Q1,"['improvers', 'cephalopoda', 'trigonometrician', 'stainably', 'photoptometer', 'tarras', 'monopolist', 'disjudication', 'aglutition', 'radiotoxemia', 'corrections', 'microgaster', 'trifecta', 'testudinata', 'coach', 'refroid', 'risorial', 'misthink', 'hydrochemical', 'accloy', 'peamouth', 'tela', 'misgiving', 'denticulated', 'turntale', 'stroyer']"
248,zaratite unideating uncalculatingly yech thalweg boneblack layperson polyhalite pulpiter spued epode paranucleinic mechanizations ghastly antiblack vulgarest piazzas anarchies boullework now ganoblast unprohibitively communicators oversight rencounters hirundinidae intervolute,,,,,,,,,,,,March,Q1,"['zaratite', 'unideating', 'uncalculatingly', 'yech', 'thalweg', 'boneblack', 'layperson', 'polyhalite', 'pulpiter', 'spued', 'epode', 'paranucleinic', 'mechanizations', 'ghastly', 'antiblack', 'vulgarest', 'piazzas', 'anarchies', 'boullework', 'ganoblast', 'unprohibitively', 'communicators', 'oversight', 'rencounters', 'hirundinidae', 'intervolute']"
249,debar drearier oarial curneys azthionium carnifex intromissive battarismus amil masturbating beauism polyanthi mutedly debar plurel parapteral logs coryneum cricetine obstetricy dextrinize solipsistic gasfiring zoistic pipe teliosorus specificatively soughfully cyclotomic,,,,,,,,,,,,March,Q1,"['debar', 'drearier', 'oarial', 'curneys', 'azthionium', 'carnifex', 'intromissive', 'battarismus', 'amil', 'masturbating', 'beauism', 'polyanthi', 'mutedly', 'debar', 'plurel', 'parapteral', 'logs', 'coryneum', 'cricetine', 'obstetricy', 'dextrinize', 'solipsistic', 'gasfiring', 'zoistic', 'pipe', 'teliosorus', 'specificatively', 'soughfully', 'cyclotomic']"
250,zoosmosis reresupper ingress haematozoic auriculate kammeu metallotherapeutic trisulphide signalled schorly epigrammatarian reincarnationism kegeler respirit wayman cottiest blastocolla overcropping remelt archispermae sextant gundygut kegeler reresupper idioelectric algocyan,,,,,,,,,,,,March,Q1,"['zoosmosis', 'reresupper', 'ingress', 'haematozoic', 'auriculate', 'kammeu', 'metallotherapeutic', 'trisulphide', 'signalled', 'schorly', 'epigrammatarian', 'reincarnationism', 'kegeler', 'respirit', 'wayman', 'cottiest', 'blastocolla', 'overcropping', 'remelt', 'archispermae', 'sextant', 'gundygut', 'kegeler', 'reresupper', 'idioelectric', 'algocyan']"
251,engraphically transcriber chapellany wallows narcotization demivirgin chapellany unwwoven assapanic industriousness drummers excogitable bacao sigh fleecer progressivist eyewater greenthumbed vituperous troked eclectically toadies drummers nonbacterially dorp regarding,,,,,,,,,,,,March,Q1,"['engraphically', 'transcriber', 'chapellany', 'wallows', 'narcotization', 'demivirgin', 'chapellany', 'unwwoven', 'assapanic', 'industriousness', 'drummers', 'excogitable', 'bacao', 'sigh', 'fleecer', 'progressivist', 'eyewater', 'greenthumbed', 'vituperous', 'troked', 'eclectically', 'toadies', 'drummers', 'nonbacterially', 'dorp', 'regarding']"
252,nonporous redounded lobulate bardash haematoin disfigurative ashram melisma iconoclastically volatize ruminator fallible interveinal interveinal undulatingly sciatherically stasisidia sniffier rigidist accordant amorphy fallible automobilists hypercarbia caprin berimes khaddar,,,,,,,,,,,,March,Q1,"['nonporous', 'redounded', 'lobulate', 'bardash', 'haematoin', 'disfigurative', 'ashram', 'melisma', 'iconoclastically', 'volatize', 'ruminator', 'fallible', 'interveinal', 'interveinal', 'undulatingly', 'sciatherically', 'stasisidia', 'sniffier', 'rigidist', 'accordant', 'amorphy', 'fallible', 'automobilists', 'hypercarbia', 'caprin', 'berimes', 'khaddar']"
253,koreshan dentex interteam spilikin adopts windroot akehorne keckle spignel buchmanite limulus spermogonium intertergal akehorne faunistical counterproductively eyepiece deciduate mirled invulnerate percursory pycnosis mendacities exhalable copsewooded ferroconcretor,,,,,,,,,,,,March,Q1,"['koreshan', 'dentex', 'interteam', 'spilikin', 'adopts', 'windroot', 'akehorne', 'keckle', 'spignel', 'buchmanite', 'limulus', 'spermogonium', 'intertergal', 'akehorne', 'faunistical', 'counterproductively', 'eyepiece', 'deciduate', 'mirled', 'invulnerate', 'percursory', 'pycnosis', 'mendacities', 'exhalable', 'copsewooded', 'ferroconcretor']"
254,vulpeculid centrolinead cornetists bardesanism ambled flunkers noncalculating nucleoidioplasma subbreed phenylcarbamic cornetists inconvertibleness teetotaling illusionist skintight flunkers sweeny syntropic illusionist gallinuline unbent desertic repry thurificati unmindfulness,,,,,,,,,,,,March,Q1,"['vulpeculid', 'centrolinead', 'cornetists', 'bardesanism', 'ambled', 'flunkers', 'noncalculating', 'nucleoidioplasma', 'subbreed', 'phenylcarbamic', 'cornetists', 'inconvertibleness', 'teetotaling', 'illusionist', 'skintight', 'flunkers', 'sweeny', 'syntropic', 'illusionist', 'gallinuline', 'unbent', 'desertic', 'repry', 'thurificati', 'unmindfulness']"
255,identism katakinetic preace tils halcyonian acetosity slarth automatism pepperish postpupillary spurries transphysical sectroid nonacquisitiveness epharmonic wachaga aisling goldenmouthed galactosemia porella saltlike wackiness agoramania wackiness squirarchy miscopied quiverer,,,,,,,,,,,,March,Q1,"['identism', 'katakinetic', 'preace', 'tils', 'halcyonian', 'acetosity', 'slarth', 'automatism', 'pepperish', 'postpupillary', 'spurries', 'transphysical', 'sectroid', 'nonacquisitiveness', 'epharmonic', 'wachaga', 'aisling', 'goldenmouthed', 'galactosemia', 'porella', 'saltlike', 'wackiness', 'agoramania', 'wackiness', 'squirarchy', 'miscopied', 'quiverer']"
256,trapper regrants torturingly glared dreissiger eros celiolymph hipster unspitefully dereistically putrefiable galeid bange saxicolous katabolize established droops ghostier diffracting corbeilles licentiate needleful hipster jawrope repenalize chippier toilless simulates,,,,,,,,,,,,March,Q1,"['trapper', 'regrants', 'torturingly', 'glared', 'dreissiger', 'eros', 'celiolymph', 'hipster', 'unspitefully', 'dereistically', 'putrefiable', 'galeid', 'bange', 'saxicolous', 'katabolize', 'established', 'droops', 'ghostier', 'diffracting', 'corbeilles', 'licentiate', 'needleful', 'hipster', 'jawrope', 'repenalize', 'chippier', 'toilless', 'simulates']"
257,nake namby sploshy constipating stooge halmawise heraldically crescentade quarteron perilless buccolingual repressment sportswomanship obstancy arthrotome fugacities allioniaceae amigo cystoadenoma anodos percolable quested anodos coking holomorphism pyronines recultivating,,,,,,,,,,,,March,Q1,"['nake', 'namby', 'sploshy', 'constipating', 'stooge', 'halmawise', 'heraldically', 'crescentade', 'quarteron', 'perilless', 'buccolingual', 'repressment', 'sportswomanship', 'obstancy', 'arthrotome', 'fugacities', 'allioniaceae', 'amigo', 'cystoadenoma', 'anodos', 'percolable', 'quested', 'anodos', 'coking', 'holomorphism', 'pyronines', 'recultivating']"
258,automatism underfur halides scraichs fleeceflower mandingan kainogenesis axone parostotic erythroscope prettify oversharp greensickness dipneusti diplogangliate eggcupful paraglider exultation unexpectability epigynous yearends origenize rontgen hooklets turanism intersqueezed,,,,,,,,,,,,March,Q1,"['automatism', 'underfur', 'halides', 'scraichs', 'fleeceflower', 'mandingan', 'kainogenesis', 'axone', 'parostotic', 'erythroscope', 'prettify', 'oversharp', 'greensickness', 'dipneusti', 'diplogangliate', 'eggcupful', 'paraglider', 'exultation', 'unexpectability', 'epigynous', 'yearends', 'origenize', 'rontgen', 'hooklets', 'turanism', 'intersqueezed']"
259,postverbal baccare nonasphalt nondefectively kreistle letterheads spumescence holds circumambient hematose sis inputs rockwork uniramose sambo sidetrack sulfofication hereupon microgyria misinterpretations malodorant claimsman lackwitted resituating sidetrack noveldom bandwidth,,,,,,,,,,,,March,Q1,"['postverbal', 'baccare', 'nonasphalt', 'nondefectively', 'kreistle', 'letterheads', 'spumescence', 'holds', 'circumambient', 'hematose', 'sis', 'inputs', 'rockwork', 'uniramose', 'sambo', 'sidetrack', 'sulfofication', 'hereupon', 'microgyria', 'misinterpretations', 'malodorant', 'claimsman', 'lackwitted', 'resituating', 'sidetrack', 'noveldom', 'bandwidth']"
260,azygous asthenic preshape sphygmodic stipendless teleplay recure ampliation narwals nonanalyzed cultriform foreyear narwals swallows pantostomatous retraict haulm unnaturalising cercle foreyear breakshugh smilaceae stipendless hemingway aqueous leiotrichine forgather incloude,,,,,,,,,,,,March,Q1,"['azygous', 'asthenic', 'preshape', 'sphygmodic', 'stipendless', 'teleplay', 'recure', 'ampliation', 'narwals', 'nonanalyzed', 'cultriform', 'foreyear', 'narwals', 'swallows', 'pantostomatous', 'retraict', 'haulm', 'unnaturalising', 'cercle', 'foreyear', 'breakshugh', 'smilaceae', 'stipendless', 'hemingway', 'aqueous', 'leiotrichine', 'forgather', 'incloude']"
261,protozoological allotters sidi microhenries corvorant hartake passulation peaceable gelatinigerous unstubbled headfast darkie prodder myomelanosis passulation sahaptin gelatinigerous unadduced addresses rehoboam decoherence anthracitous liberum indurable allelism rabbiship,,,,,,,,,,,,March,Q1,"['protozoological', 'allotters', 'sidi', 'microhenries', 'corvorant', 'hartake', 'passulation', 'peaceable', 'gelatinigerous', 'unstubbled', 'headfast', 'darkie', 'prodder', 'myomelanosis', 'passulation', 'sahaptin', 'gelatinigerous', 'unadduced', 'addresses', 'rehoboam', 'decoherence', 'anthracitous', 'liberum', 'indurable', 'allelism', 'rabbiship']"
262,ostracism mutatis iceni pasquinading spontaneities alcalzar unnervousness pneumatosic localized hydrargyrosis beeline mumness predeclaring moonlighting caffoy turnscrew unnervousness preadjusts unconvening reaccedes thalatta hexandric dockhand superorganization cellulomonas,,,,,,,,,,,,March,Q1,"['ostracism', 'mutatis', 'iceni', 'pasquinading', 'spontaneities', 'alcalzar', 'unnervousness', 'pneumatosic', 'localized', 'hydrargyrosis', 'beeline', 'mumness', 'predeclaring', 'moonlighting', 'caffoy', 'turnscrew', 'unnervousness', 'preadjusts', 'unconvening', 'reaccedes', 'thalatta', 'hexandric', 'dockhand', 'superorganization', 'cellulomonas']"
263,unearthing photoactinic protempirical swaggerers heartland sketchability crystallin sanatoriums piety irreproducibility lunt splenium supervisionary gnat malayalam buccaned adipoceriform buccinator thenad infibulate stoccados nooned chondrogen dol dogship outstatured splenium,,,,,,,,,,,,March,Q1,"['unearthing', 'photoactinic', 'protempirical', 'swaggerers', 'heartland', 'sketchability', 'crystallin', 'sanatoriums', 'piety', 'irreproducibility', 'lunt', 'splenium', 'supervisionary', 'gnat', 'malayalam', 'buccaned', 'adipoceriform', 'buccinator', 'thenad', 'infibulate', 'stoccados', 'nooned', 'chondrogen', 'dol', 'dogship', 'outstatured', 'splenium']"
264,diatomaceae indefinably semimercerized overseam seniti necton participative ecclesiophobia unobnoxiously overmagnified delegacy spiritoso wined encolumn kytes indigenity coaevals odaller coaevals heugh ultrasonic voicers salicylous coaevals quaffer tritheism upsends tokopat,,,,,,,,,,,,March,Q1,"['diatomaceae', 'indefinably', 'semimercerized', 'overseam', 'seniti', 'necton', 'participative', 'ecclesiophobia', 'unobnoxiously', 'overmagnified', 'delegacy', 'spiritoso', 'wined', 'encolumn', 'kytes', 'indigenity', 'coaevals', 'odaller', 'coaevals', 'heugh', 'ultrasonic', 'voicers', 'salicylous', 'coaevals', 'quaffer', 'tritheism', 'upsends', 'tokopat']"
265,phylacteried mungo myxangitis granuloma uncopyrighted myxangitis remilitarization nagami subcommissary unparticularised unmountainous nonchastisement sheetage mungo contraptious pernickety entomoid mungo unperforable summonsed riverless randia nonexaggeratedly transpond sublimed,,,,,,,,,,,,March,Q1,"['phylacteried', 'mungo', 'myxangitis', 'granuloma', 'uncopyrighted', 'myxangitis', 'remilitarization', 'nagami', 'subcommissary', 'unparticularised', 'unmountainous', 'nonchastisement', 'sheetage', 'mungo', 'contraptious', 'pernickety', 'entomoid', 'mungo', 'unperforable', 'summonsed', 'riverless', 'randia', 'nonexaggeratedly', 'transpond', 'sublimed']"
266,granophyre unappropriateness achyranthes historiographers insobriety fulimart maupassant appears antebrachial epiural bouchon biosyntheses fulimart winnie peristalses woalds unmerrily encoil damaged dodecarch concaved sinaic tragedians microfilaria olecranarthritis patentably,,,,,,,,,,,,March,Q1,"['granophyre', 'unappropriateness', 'achyranthes', 'historiographers', 'insobriety', 'fulimart', 'maupassant', 'appears', 'antebrachial', 'epiural', 'bouchon', 'biosyntheses', 'fulimart', 'winnie', 'peristalses', 'woalds', 'unmerrily', 'encoil', 'damaged', 'dodecarch', 'concaved', 'sinaic', 'tragedians', 'microfilaria', 'olecranarthritis', 'patentably']"
